,name,logFC,AveExpr,t,P.Value,adj.P.Val,B,length
9099,FBgn0039335,0.156693256,3.755247561,2.279727745,0.051058527,0.150618373,-4.925983509,1906.06275
9100,FBgn0039336,0.121305171,2.604488223,0.737570041,0.481177328,0.671244995,-6.515807422,1095.06275
9101,FBgn0039337,0.174409528,3.818123148,2.228519198,0.05536543,0.159610723,-5.023603145,558.23875
9102,FBgn0039338,-0.279427515,7.038195053,-6.854997096,0.000111454,0.001929611,0.904681408,4309.413972
9103,FBgn0039339,-0.334905918,1.76926754,-0.783976571,0.454920308,0.655735529,-6.219048634,2195.06275
9104,FBgn0039341,0.469871272,3.750559097,8.045491953,3.47E-05,0.000880807,2.722476747,1618.06275
9105,FBgn0039342,0.257373426,2.338878317,0.974215272,0.357581114,0.566139805,-6.226027273,496.277875
9106,FBgn0039343,0.568152898,-3.273957247,0.702425138,0.501703784,0.69091021,-5.371766861,1818.431638
9107,FBgn0039344,-0.453535108,-2.775288153,-0.735291383,0.482491536,0.672545139,-5.400813419,1573.148749
9108,FBgn0039346,0.239237852,1.930965922,1.688281008,0.128600264,0.283786734,-5.251514323,601.222625
9109,FBgn0039347,0.25467935,5.346490534,3.920486242,0.004137279,0.023579142,-2.746899841,3220.722506
9110,FBgn0039348,-0.108823474,5.445350015,-1.60287576,0.146397469,0.310507333,-6.365394698,2006.205616
9111,FBgn0039349,-0.392741854,8.230041336,-11.61807717,2.08E-06,0.000198227,5.177245625,1675.898511
9112,FBgn0039350,0.34011841,6.713891973,6.105802089,0.000251545,0.003182958,0.049366463,1537.966641
9113,FBgn0039354,-0.264009417,3.777196826,-3.237479911,0.011404457,0.049580154,-3.412953555,2820.06275
9114,FBgn0039355,0.269329644,2.514846766,1.745149997,0.117878837,0.271584351,-5.345988162,1299.76064
9115,FBgn0039356,0.403470391,2.664783564,2.857145719,0.020536215,0.077138541,-3.693533717,534.250375
9116,FBgn0039357,0.059410882,4.380421799,0.678646119,0.515900581,0.706231204,-7.100773766,897.06275
9117,FBgn0039358,-0.16839917,7.956798858,-2.025101578,0.076288176,0.201408226,-6.069016435,1719.630213
9118,FBgn0039359,0.11268063,8.731043774,1.308829187,0.225790336,0.425153901,-7.109925689,357.0280377
9119,FBgn0039360,-0.100617181,4.747456477,-0.998167728,0.346505125,0.554353069,-6.924014921,1154.275688
9120,FBgn0039366,1.557079185,-3.364013104,1.797099718,0.108817787,0.256931899,-4.307832821,1276.152391
9121,FBgn0039368,0.826289505,-3.720568456,1.71146623,0.124124557,0.278090675,-4.389703469,690.6850188
9122,FBgn0039369,0.434425704,-3.918688768,1.022781249,0.335396129,0.548353539,-5.080709539,746.222
9123,FBgn0039370,0.434425704,-3.918688768,1.022781249,0.335396129,0.548353539,-5.080709539,861.193
9124,FBgn0039371,0.826289505,-3.720568456,1.71146623,0.124124557,0.278090675,-4.389703469,678.2505853
9125,FBgn0039373,0.842923536,-3.324327831,1.54537634,0.159611853,0.331150487,-4.598850285,469.6002412
9126,FBgn0039376,-0.047595685,-1.623457038,-0.108262881,0.916367973,0.955058404,-5.796364337,856.06275
9127,FBgn0039378,0.445544208,-3.522448143,0.741513983,0.478908159,0.669007657,-5.322937786,1333.57991
9128,FBgn0039379,0.253927604,4.156727613,3.373519407,0.009274805,0.042583638,-3.304194158,1709.06275
9129,FBgn0039380,0.198689901,6.985030611,3.342911247,0.009714496,0.044042176,-3.902833959,4266.038861
9130,FBgn0039381,0.086593193,6.474973514,1.366134974,0.207887533,0.399622123,-6.855783304,2342.367161
9131,FBgn0039385,-0.007757252,3.413423337,-0.051198711,0.960382307,0.977890517,-7.062903682,1347.06275
9132,FBgn0039386,-0.646461209,-0.814152533,-1.105304227,0.300144186,0.518681651,-5.325634983,763.452
9133,FBgn0039387,0.80568733,-2.743845807,1.531263719,0.163015109,0.335768573,-4.657515287,2017.184912
9134,FBgn0039395,0.434425704,-3.918688768,1.022781249,0.335396129,0.548353539,-5.080709539,1318.193
9135,FBgn0039396,-0.384870757,2.831718758,-4.1349869,0.003048927,0.01890738,-1.779324476,2801.06275
9136,FBgn0039398,0.303789843,-0.653025849,0.6369313,0.541396064,0.730142976,-5.734651771,2099.06275
9137,FBgn0039402,0.23660521,4.648642389,3.573316216,0.006874485,0.034122792,-3.120295245,1063.06275
9138,FBgn0039403,1.693657928,0.826735816,6.288344443,0.000205019,0.002818406,1.131188002,588.22775
9139,FBgn0039404,-0.195819061,2.719491598,-1.088599578,0.307034451,0.526831298,-6.22955641,472.302125
9140,FBgn0039405,-0.007903807,4.229678788,-0.089225059,0.931026182,0.964493448,-7.303906161,629.212125
9141,FBgn0039406,0.221006294,6.442473173,2.842427204,0.021014434,0.078425287,-4.640879106,420.4810389
9142,FBgn0039407,0.12205481,0.560640152,0.368101964,0.722041424,0.885612715,-6.130854282,865.06275
9143,FBgn0039408,-0.357677575,-3.918688768,-0.815619324,0.437576629,0.637921107,-5.241321309,470.963
9144,FBgn0039411,0.873530253,1.669696091,2.811066083,0.022072019,0.081103579,-3.490156777,3240.024139
9145,FBgn0039413,-0.335979531,-2.729966893,-0.384718856,0.710151107,0.876762314,-5.591236213,1029.056221
9146,FBgn0039415,0.59841907,4.959375741,8.693262596,1.94E-05,0.000624489,3.113302741,1976.06275
9147,FBgn0039417,0.00078307,3.68021427,0.007883603,0.993896731,0.995505542,-7.146811267,1150.615361
9148,FBgn0039419,-0.137526317,5.892991997,-2.46398834,0.038142753,0.12118763,-5.160211419,4268.06275
9149,FBgn0039420,-0.039257137,6.463363373,-0.902517862,0.392309799,0.594205405,-7.360938893,3690.06275
9150,FBgn0039421,0.032681901,-2.53184658,0.041733764,0.967701002,0.98313561,-5.686262459,1001.044553
9151,FBgn0039424,-1.304684888,-2.637846194,-2.237515732,0.054583582,0.157776813,-3.792218324,1269.667633
9152,FBgn0039425,-0.293486814,-2.509537167,-0.388199927,0.707670676,0.875738365,-5.615298985,1747.381009
9153,FBgn0039427,-0.099036813,5.126460804,-1.801958518,0.108004538,0.255835948,-6.01354398,1207.06275
9154,FBgn0039428,-1.065528181,-2.285448649,-1.58433023,0.150547266,0.317004127,-4.633132539,186.1614902
9155,FBgn0039429,1.46154088,-2.438247702,2.4832795,0.036996174,0.118497189,-3.480402874,1724.651261
9156,FBgn0039430,-0.339978552,7.418778674,-6.929105424,0.000103195,0.00183188,0.958489088,2702.771314
9157,FBgn0039431,0.049629128,6.372368757,0.883499889,0.401919233,0.603371765,-7.365659429,7296.560873
9158,FBgn0039434,-0.481671899,-1.372639182,-0.935239961,0.376166338,0.577269546,-5.410790414,845.06275
9159,FBgn0039435,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,572.233875
9160,FBgn0039436,0.046853244,-3.720568456,0.081605146,0.9369013,0.967144048,-5.555785836,834.1022189
9161,FBgn0039437,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,849.06275
9162,FBgn0039438,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,622.2165
9163,FBgn0039439,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,655.1915
9164,FBgn0039440,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,723.11125
9165,FBgn0039441,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,903.06275
9166,FBgn0039443,-0.350216657,-3.918688768,-0.769259657,0.46314196,0.65968323,-5.273494039,628.807
9167,FBgn0039444,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,780.073375
9168,FBgn0039448,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,708.128625
9169,FBgn0039449,1.032613801,1.529883741,4.76771237,0.001288601,0.009901546,-0.629503013,1916.06275
9170,FBgn0039451,-0.446968448,6.319221112,-10.61292273,4.22E-06,0.000268911,4.552300041,3990.06275
9171,FBgn0039452,-0.150415078,-0.669043802,-0.271746359,0.792478201,0.939507801,-5.900890557,227.4703239
9172,FBgn0039453,-0.365409847,-3.522448143,-0.659328842,0.52761435,0.717190731,-5.374875384,414.1381467
9173,FBgn0039454,0.238696787,-2.128491789,0.246721216,0.811138417,0.94621965,-5.705826307,796.7579534
9174,FBgn0039459,0.042496391,2.402593115,0.402968376,0.697188764,0.866301195,-6.654249539,999.06275
9175,FBgn0039461,-0.129273484,4.457802515,-1.650554069,0.136202154,0.294845522,-6.057782204,674.1735
9176,FBgn0039462,0.103269171,3.440224363,1.540154794,0.160863527,0.332913243,-5.913251683,1116.06275
9177,FBgn0039463,0.202138393,-2.498926055,0.263320283,0.798746076,0.944393458,-5.656650726,1440.272529
9178,FBgn0039464,-0.323413258,7.517877846,-3.858398044,0.004525024,0.025068385,-3.140098038,1854.347689
9179,FBgn0039465,-0.103587769,9.163050905,-2.347490349,0.045866427,0.139181223,-5.642564609,2001.632806
9180,FBgn0039466,0.255801474,6.707611109,3.954083638,0.003942402,0.022735436,-2.920044425,7551.283817
9181,FBgn0039467,0.215311002,3.472219739,2.088554829,0.069046784,0.186487257,-5.135487446,1851.605552
9182,FBgn0039469,-1.318352105,-2.066497103,-2.51648821,0.035103183,0.11372785,-3.450743422,1210.230655
9183,FBgn0039470,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,1942.06275
9184,FBgn0039471,0.812820217,-1.274015852,1.195940882,0.264881955,0.479581129,-5.174333976,906.06275
9185,FBgn0039472,0.434425704,-3.918688768,1.022781249,0.335396129,0.548353539,-5.080709539,875.193
9186,FBgn0039473,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,905.06275
9187,FBgn0039474,0.805411499,-2.370354911,0.904215929,0.39145991,0.593301158,-5.317738831,899.9449666
9188,FBgn0039475,0.632665885,-3.430327444,0.934928616,0.376317615,0.577375811,-5.188633207,899.3453418
9189,FBgn0039476,0.434425704,-3.918688768,1.022781249,0.335396129,0.548353539,-5.080709539,895.193
9190,FBgn0039478,-1.078420289,-2.591046754,-1.334388867,0.21764896,0.413251201,-4.886923807,3295.049969
9191,FBgn0039479,-0.346317012,1.920784554,-1.543722326,0.160007393,0.331677892,-5.440298606,2128.207788
9192,FBgn0039480,0.031452951,-3.140086432,0.042500789,0.967107775,0.982674762,-5.61743795,1317.954657
9193,FBgn0039481,0.363712879,-2.591046754,0.480234512,0.643506776,0.822755717,-5.567199554,866.7526374
9194,FBgn0039482,-0.251958485,-0.962584577,-0.780449918,0.456881537,0.657149422,-5.591347794,716.11925
9195,FBgn0039483,-2.38353367,-0.413639166,-3.939328632,0.00402675,0.023061254,-1.598147199,887.06275
9196,FBgn0039485,-0.40452245,-1.213124135,-1.473451263,0.17764297,0.358160997,-4.874504303,863.06275
9197,FBgn0039486,-1.592336968,0.099932033,-6.2826552,0.000206317,0.002831907,1.030278232,945.06275
9198,FBgn0039487,-0.450468382,4.444699033,-4.9054857,0.001076593,0.008733498,-1.095783504,2104.614037
9199,FBgn0039488,0.109955577,1.805752464,0.769673104,0.462909646,0.65968323,-6.243304606,1371.06275
9200,FBgn0039489,-0.18250923,3.625602086,-2.15138153,0.062538162,0.173913414,-5.085044899,1341.06275
9201,FBgn0039490,-0.098833371,-2.509537167,-0.128051403,0.901167643,0.94621965,-5.681606478,2415.815216
9202,FBgn0039491,1.358416217,-2.087328336,2.95580051,0.017607681,0.068889196,-2.869193285,2712.681659
9203,FBgn0039492,0.139534938,6.080316633,3.335077758,0.009830513,0.044410825,-3.799146098,4309.031337
9204,FBgn0039494,-0.481474025,3.798630665,-3.056711623,0.015056863,0.061170406,-3.700665315,1144.328567
9205,FBgn0039495,-1.270943696,-1.168016239,-2.431051346,0.040183644,0.12595528,-3.61704983,1270.06275
9206,FBgn0039498,1.076886127,-2.799778179,1.436264471,0.187655458,0.371470321,-4.758830172,880.383518
9207,FBgn0039500,0.267312785,-1.776256091,0.552499122,0.595220236,0.779796674,-5.629690813,1262.06275
9208,FBgn0039501,0.905084014,2.901323262,7.968100167,3.72E-05,0.000919605,2.779089572,2287.06275
9209,FBgn0039503,0.803227328,-3.324207646,1.568081253,0.154270385,0.322924046,-4.573346155,818.5943333
9210,FBgn0039504,-0.829059617,-2.591046754,-1.338680942,0.216306683,0.411590859,-4.883121907,726.5611482
9211,FBgn0039505,0.054571347,4.836037734,0.645216091,0.536273392,0.725962076,-7.24587208,599.223125
9212,FBgn0039507,-0.107174288,5.917211945,-2.640692469,0.028851234,0.098196041,-4.882906827,2613.217803
9213,FBgn0039508,-0.085152232,5.639044283,-1.25276116,0.244555486,0.452082414,-6.853205153,3373.06275
9214,FBgn0039509,0.771925105,4.321879289,6.599312328,0.000146056,0.002256901,1.081273623,769.075875
9215,FBgn0039510,-0.12403822,1.381671793,-0.545872874,0.599565386,0.783738689,-6.271124782,14603.06275
9216,FBgn0039511,1.072890208,-2.624959507,1.025098648,0.334364383,0.548353539,-5.187154965,1007.971752
9217,FBgn0039518,0.306492757,-1.299016911,0.532345214,0.608488885,0.790120656,-5.703900473,2657.06275
9218,FBgn0039519,-0.163655886,-2.835966506,-0.211933349,0.837289372,0.94621965,-5.629766255,3422.013152
9219,FBgn0039520,1.099637217,-0.546245567,3.605963378,0.006549366,0.032976846,-2.033458519,1734.06275
9220,FBgn0039521,0.121711686,-2.194863846,0.165717178,0.872359371,0.94621965,-5.714321717,431.3568657
9221,FBgn0039522,-0.357677575,-3.918688768,-0.815619324,0.437576629,0.637921107,-5.241321309,1157.724
9222,FBgn0039523,0.32878494,-0.737706628,0.814828715,0.4380044,0.638264144,-5.596375336,2832.81275
9223,FBgn0039525,0.14548381,3.714587953,1.692686052,0.127738603,0.282421284,-5.787825356,1088.06275
9224,FBgn0039527,-0.065566637,-0.239574355,-0.178377633,0.862718928,0.94621965,-5.993497749,4914.06275
9225,FBgn0039528,-0.166685455,7.265530359,-6.25947728,0.0002117,0.00286824,0.185238622,5615.06275
9226,FBgn0039529,-0.573520062,0.815409136,-2.848762179,0.020807213,0.077941229,-3.254540778,1322.06275
9227,FBgn0039530,0.25850291,7.287830936,5.531017372,0.00049247,0.005064848,-0.73521576,5338.789787
9228,FBgn0039531,-0.089556004,3.391423615,-0.975260703,0.35709221,0.565570099,-6.556458512,941.7556708
9229,FBgn0039532,0.02554115,5.954590611,0.446938839,0.666392904,0.841630443,-7.60609948,1906.573554
9230,FBgn0039536,-0.199689993,10.11361889,-2.122239484,0.06547899,0.179853218,-6.040925099,10003.80263
9231,FBgn0039537,-0.292791492,4.615325817,-2.445518928,0.039273999,0.123765408,-4.902166074,1307.06275
9232,FBgn0039538,0.03227235,2.441890283,0.182580614,0.859523809,0.94621965,-6.737216118,791.070625
9233,FBgn0039543,-0.035494163,4.296536754,-0.365343236,0.724023318,0.88734775,-7.253236098,2218.962281
9234,FBgn0039544,-0.076491274,4.243444462,-0.838147055,0.425508026,0.628924452,-6.935810576,3065.06275
9235,FBgn0039551,-0.345593462,-3.918688768,-0.742848118,0.478142133,0.668548162,-5.291111509,1005.807
9236,FBgn0039552,-0.769630383,-3.720568456,-1.713753581,0.123690903,0.278090675,-4.38610447,468.9565939
9237,FBgn0039554,-0.023455117,5.229764281,-0.364814705,0.724403272,0.887736124,-7.494360906,2306.06275
9238,FBgn0039555,-0.106814382,4.777951591,-1.192855906,0.266024186,0.480845206,-6.724098923,1156.06275
9239,FBgn0039557,-0.218311467,2.602139026,-2.19362221,0.058504106,0.165606736,-4.711647389,1061.06275
9240,FBgn0039558,0.103637008,2.886246716,1.33900318,0.216206194,0.411510897,-5.998284326,822.06275
9241,FBgn0039559,0.373499814,4.430546439,3.540306544,0.007220653,0.035379439,-3.114110583,4404.06275
9242,FBgn0039560,0.144934009,5.842449032,3.150548032,0.013029106,0.054716802,-4.05237319,3570.87854
9243,FBgn0039561,0.058388474,6.943672898,0.847939893,0.420334443,0.623437779,-7.466743395,2852.06275
9244,FBgn0039562,-0.44156824,6.713429859,-5.761712707,0.000374127,0.004233588,-0.38072743,2656.06275
9245,FBgn0039563,0.483097437,3.59842822,4.621814391,0.001563505,0.011445603,-1.278245766,1073.836796
9246,FBgn0039564,-0.158890343,0.847826356,-0.390950436,0.705713412,0.873962145,-6.197786319,2161.06275
9247,FBgn0039565,0.077406717,4.351762049,0.787751989,0.452826999,0.653521187,-7.00887793,839.5860361
9248,FBgn0039566,-0.348414113,4.498494333,-4.129537779,0.003072409,0.018980369,-2.229095717,2938.06275
9249,FBgn0039568,-1.160083135,-3.522448143,-2.774046797,0.023391173,0.084756122,-3.096697743,867.4260494
9250,FBgn0039576,0.434425704,-3.918688768,1.022781249,0.335396129,0.548353539,-5.080709539,326.84
9251,FBgn0039577,1.322385973,-3.090019191,1.725237245,0.121534881,0.277284687,-4.405900415,790.5639153
9252,FBgn0039580,1.853265286,6.68145189,15.94206443,1.69E-07,6.25E-05,8.005415248,2360.06275
9253,FBgn0039581,-0.07836093,8.324289311,-1.183558808,0.269490875,0.485366306,-7.232228755,3409.998578
9254,FBgn0039582,0.204983991,-1.949886377,0.60067569,0.564151996,0.751971182,-5.580834213,966.06275
9255,FBgn0039584,0.024268778,6.949244448,0.54763771,0.598406428,0.782441695,-7.688285506,3355.06275
9256,FBgn0039585,-0.387334265,-3.338206745,-0.560593092,0.589935928,0.775544271,-5.447969016,1243.221329
9257,FBgn0039588,-0.388424126,3.028645157,-2.346404013,0.045945367,0.139334528,-4.601462494,2070.06275
9258,FBgn0039589,0.064116566,4.423696712,0.576559426,0.579587924,0.76601814,-7.180995135,1994.06275
9259,FBgn0039590,0.064148997,7.659560031,1.025850677,0.33403009,0.548353539,-7.357936939,8497.06275
9260,FBgn0039591,-0.815951932,-3.277528391,-0.996133624,0.347435538,0.555336671,-5.151010422,2089.236581
9261,FBgn0039592,0.204651003,-0.744949364,0.725797082,0.487992274,0.677930252,-5.662103008,995.06275
9262,FBgn0039593,1.006457031,-1.385489606,2.081139401,0.069857286,0.188423265,-4.0801748,1029.06275
9263,FBgn0039594,-0.261791701,3.580880472,-1.763528207,0.11459565,0.266842179,-5.645376468,3283.49022
9264,FBgn0039595,-0.521215078,1.646755085,-1.901378731,0.092570902,0.231377944,-4.86719062,1949.652274
9265,FBgn0039596,-0.662157564,-3.765889716,-0.978351345,0.355649777,0.56415717,-5.128553884,2407.724
9266,FBgn0039597,0.516616122,-3.486259816,0.603119651,0.562600921,0.750330001,-5.410674359,985.4923585
9267,FBgn0039598,-0.068342337,-3.369649091,-0.095535184,0.926164307,0.961706965,-5.589658703,1054.220011
9268,FBgn0039599,-0.345593462,-3.918688768,-0.742848118,0.478142133,0.668548162,-5.291111509,751.826
9269,FBgn0039600,0.251552747,8.799809179,3.437155464,0.008426399,0.039631526,-3.88026534,3745.576518
9270,FBgn0039601,0.092613759,4.559887069,0.965098736,0.361865771,0.566869561,-6.907438896,1965.06275
9271,FBgn0039602,-0.072836243,4.625714821,-0.905361295,0.390887402,0.592688707,-6.98115683,3916.56275
9272,FBgn0039609,0.140998847,-0.593460689,0.270984028,0.793044625,0.939941836,-5.912269701,1942.06275
9273,FBgn0039611,-1.494971428,1.879863026,-4.566098792,0.001684719,0.012099893,-0.933576926,2000.06275
9274,FBgn0039612,-0.670807383,0.397206963,-1.26162402,0.241504995,0.447854804,-5.378194157,1914.06275
9275,FBgn0039613,-0.979959635,-3.264222886,-1.538319169,0.16130564,0.333436048,-4.610460567,1966.313566
9276,FBgn0039616,-1.027898575,-2.285448649,-1.470079198,0.178531053,0.359179882,-4.765399159,1373.667799
9277,FBgn0039617,-0.011697541,6.943175339,-0.272420858,0.791977146,0.939153462,-7.811213525,2920.06275
9278,FBgn0039620,-0.147111974,4.30654872,-0.362830212,0.725830616,0.888866253,-7.25597313,2089.06275
9279,FBgn0039621,1.291893446,-2.89516668,1.753443375,0.116386551,0.269868799,-4.384704622,443.0629974
9280,FBgn0039622,-0.785881577,0.716441911,-3.658758472,0.006057638,0.031133275,-2.047054537,495.4813069
9281,FBgn0039623,-0.235466885,6.124976669,-4.292261534,0.002447885,0.016117345,-2.331781096,3039.06275
9282,FBgn0039625,0.037724844,4.307352537,0.405221854,0.695595319,0.86508484,-7.239614896,1164.06275
9283,FBgn0039626,0.238167206,4.11010073,3.102405215,0.014031243,0.058041005,-3.720947724,1646.06275
9284,FBgn0039627,-0.045710882,2.300003728,-0.311085808,0.763432744,0.916028191,-6.65738251,918.06275
9285,FBgn0039628,-0.27812242,1.875186212,-1.100266533,0.302209108,0.521156145,-5.956239316,891.06275
9286,FBgn0039629,-0.073426635,0.850987175,-0.246745723,0.811120078,0.94621965,-6.248149222,933.06275
9287,FBgn0039630,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,950.56275
9288,FBgn0039631,0.404472679,3.892098731,4.706347191,0.001397257,0.010555754,-1.236500443,2873.06275
9289,FBgn0039632,0.088893729,5.554364091,1.419543973,0.192316622,0.37794794,-6.631365622,3140.06275
9290,FBgn0039633,0.063528975,8.357881966,1.129566383,0.290355694,0.510598014,-7.294513813,11582.99539
9291,FBgn0039634,-0.260428491,7.319451699,-7.4491444,6.11E-05,0.001264684,1.538031992,3026.06275
9292,FBgn0039635,-0.335379442,7.562801785,-6.130951117,0.000244496,0.00312957,0.006597091,1126.100026
9293,FBgn0039636,0.230016922,5.058599384,3.329950548,0.009907238,0.044672475,-3.602588927,1681.06275
9294,FBgn0039637,0.537514862,6.221131043,8.861050835,1.68E-05,0.000575808,3.061213668,2997.114259
9295,FBgn0039638,0.573797711,2.651493818,2.754866904,0.024106202,0.086500893,-3.846786277,2011.06275
9296,FBgn0039639,-0.138929885,2.257463147,-0.721849388,0.49029127,0.680184312,-6.417609523,419.39175
9297,FBgn0039640,0.605072192,3.838584639,5.928716956,0.000307976,0.003674047,0.390707191,3326.0549
9298,FBgn0039641,0.043575052,1.06065249,0.139102606,0.892697094,0.94621965,-6.329063412,1031.06275
9299,FBgn0039642,0.312995907,2.708013982,1.770759276,0.113327404,0.264913628,-5.368578771,884.6716636
9300,FBgn0039644,-0.218540466,5.549227383,-2.893672921,0.019397287,0.073938699,-4.406171123,4778.393326
9301,FBgn0039645,0.651257309,-2.622386065,0.922692923,0.382298074,0.583614614,-5.276182875,4289.228142
9302,FBgn0039647,0.152201671,9.059053501,4.462210361,0.001938755,0.013417827,-2.329909546,4088.692261
9303,FBgn0039648,1.78128849,-3.246086045,3.010141882,0.016182683,0.064643483,-2.80399675,456.5974866
9304,FBgn0039650,-0.104288833,1.718437614,-0.516443153,0.61906797,0.800020179,-6.386659207,457.32325
9305,FBgn0039651,0.202120647,-0.588115217,0.49941882,0.630498643,0.810995011,-5.822697966,1108.06275
9306,FBgn0039654,-0.186687776,3.832491787,-2.839118432,0.021123509,0.078566201,-4.062709426,2607.06275
9307,FBgn0039655,1.207234302,-3.140086432,1.913704312,0.090810304,0.228457639,-4.175996715,1048.707621
9308,FBgn0039656,-1.636117004,0.573183729,-4.705278224,0.001399235,0.010555754,-0.638228954,2541.06275
9309,FBgn0039659,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,2144.06275
9310,FBgn0039663,-0.294526504,1.314706954,-1.942964637,0.086757836,0.221674349,-4.722832084,3155.839847
9311,FBgn0039664,0.232228825,2.688983955,1.169226882,0.274907016,0.491714148,-6.133390608,1200.925216
9312,FBgn0039665,-0.506166398,2.40685745,-4.048582386,0.003445093,0.020575551,-1.79808198,920.1366995
9313,FBgn0039666,1.129253209,-3.567769403,1.683274343,0.129586115,0.285162379,-4.430482027,232.3319622
9314,FBgn0039667,-0.162110199,0.353013886,-0.42903855,0.678853479,0.850954624,-6.051628751,1822.184526
9315,FBgn0039668,0.223036012,6.165814872,4.944442261,0.00102375,0.008432608,-1.401620171,3261.540826
9316,FBgn0039669,0.605229824,-3.430327444,0.98927625,0.350586065,0.558533277,-5.143857976,549.2839
9317,FBgn0039670,-0.549782695,-3.430327444,-0.865832118,0.410995894,0.613660289,-5.242669976,591.0375299
9318,FBgn0039671,0.035335652,-3.324207646,0.061438037,0.952469325,0.973478026,-5.59697692,556.9115877
9319,FBgn0039673,0.810857265,-1.344316901,2.219650564,0.056146984,0.161104991,-3.896699783,1689.31275
9320,FBgn0039674,-0.130512552,6.499066922,-1.949926662,0.085819412,0.22045253,-6.05027851,1438.06275
9321,FBgn0039675,0.663405746,0.812154015,2.576190309,0.031942677,0.105702179,-3.664259762,1462.06275
9322,FBgn0039676,-0.731643423,-3.720568456,-1.370735066,0.206504786,0.39761563,-4.763622538,1510.226591
9323,FBgn0039677,0.396693982,-0.018915499,0.836610081,0.426324014,0.62979989,-5.703103167,1576.06275
9324,FBgn0039678,-1.858310605,1.76612493,-6.611398249,0.000144177,0.002252591,1.507131043,391.40841
9325,FBgn0039679,-0.350686052,-3.918448479,-0.769716384,0.462885332,0.65968323,-5.273204909,1354.652
9326,FBgn0039680,-0.369669334,1.422314615,-1.696036474,0.127086806,0.281777606,-5.096562091,4116.06275
9327,FBgn0039681,-0.209376008,7.058845588,-2.720894893,0.025428165,0.090005601,-4.90601552,844.5671219
9328,FBgn0039682,-1.383683198,5.30915741,-5.71661561,0.000394557,0.004387185,-0.179022259,395.3718384
9329,FBgn0039683,0.115040256,3.255484811,1.25851861,0.242570201,0.449179258,-6.209650854,2165.06275
9330,FBgn0039684,0.03440176,-4.116809081,0.126540654,0.902326673,0.94621965,-5.524405276,315.922625
9331,FBgn0039685,-8.993666773,1.888920365,-10.58000725,4.32E-06,0.000270468,3.601597872,388.3206695
9332,FBgn0039686,-1.383586666,-1.818309549,-3.929688878,0.004082897,0.02333534,-1.64723815,1286.06275
9333,FBgn0039687,-0.10519547,1.345239576,-0.4034648,0.696837603,0.866049156,-6.332476726,551.241375
9334,FBgn0039688,0.143712169,6.909269176,2.551902541,0.033192109,0.108762535,-5.162441969,7395.393287
9335,FBgn0039689,-0.218364499,3.911756267,-2.291603208,0.050108149,0.148451169,-4.951365477,863.06275
9336,FBgn0039690,-0.019110515,4.685467541,-0.228285705,0.824967975,0.94621965,-7.404656394,955.8156099
9337,FBgn0039691,0.082992009,4.149626728,1.277597161,0.236087645,0.44006962,-6.454792566,1858.06275
9338,FBgn0039694,0.223887582,-1.187760284,0.525477434,0.613046033,0.794279706,-5.723080209,995.06275
9339,FBgn0039696,-0.578438957,4.393911559,-7.173254048,8.04E-05,0.001532037,1.702271727,2973.06275
9340,FBgn0039697,0.079470832,5.498146673,0.880953192,0.403218698,0.60493548,-7.212994349,843.3255728
9341,FBgn0039698,0.063336158,4.043381784,0.430780994,0.677635864,0.849874826,-7.152553592,945.06275
9342,FBgn0039702,-0.092973117,3.162144263,-0.447728498,0.665845692,0.841211835,-6.875019497,1346.06275
9343,FBgn0039703,0.041636372,-3.720568456,0.076934122,0.940504808,0.967233065,-5.556140189,791.791802
9344,FBgn0039704,-0.739580907,-3.720568456,-1.429341509,0.189573234,0.373861365,-4.702109618,2788.265461
9345,FBgn0039705,-0.343456943,4.538440749,-3.409436446,0.008785434,0.040883487,-3.346213124,1771.399293
9346,FBgn0039707,1.036203131,-2.651725108,1.755106142,0.116089484,0.269268689,-4.400075848,558.6763352
9347,FBgn0039709,-1.73741096,0.731266223,-6.180148763,0.000231325,0.003032,1.010087091,5484.06275
9348,FBgn0039710,0.117596322,4.979248907,2.179043401,0.059866647,0.168178565,-5.413314296,1591.306445
9349,FBgn0039711,0.407505977,2.940582171,3.265162024,0.010932824,0.048079154,-3.130378919,1043.267122
9350,FBgn0039712,0.326492968,5.176166096,3.792225827,0.004981333,0.026959716,-2.905637995,1172.037883
9351,FBgn0039713,0.183076735,9.583293184,3.211098219,0.011873803,0.05103741,-4.282105017,553.0335078
9352,FBgn0039714,0.31293798,5.387632663,4.093071183,0.003234635,0.019711154,-2.493498844,1606.325782
