,name,logFC,logCPM,PValue,length
6025,FBgn0034706,-0.284814381,2.615009952,0.154908282,1479.06275
6026,FBgn0034707,-0.127023108,3.072352544,0.437522476,2570.06275
6027,FBgn0034708,-0.187468212,6.416832127,0.009299684,2979.274741
6028,FBgn0034709,-0.005830969,2.55887121,0.972587569,1804.06275
6029,FBgn0034710,0,-2.120239339,1,1528.06275
6030,FBgn0034712,0.351237114,-0.477329354,0.675165223,1552.06275
6031,FBgn0034713,3.174255632,-1.798275624,0.146840108,1096.807898
6032,FBgn0034715,-1.324607632,-1.167147585,0.209215048,1907.668369
6033,FBgn0034716,-0.500778502,6.804425952,1.29E-11,2731.28642
6034,FBgn0034717,-0.109250452,2.214883433,0.686775023,2928.606136
6035,FBgn0034718,-1.233785134,5.771229438,3.76E-25,2775.544218
6036,FBgn0034720,-0.092258238,9.307355843,0.145093517,4525.920298
6037,FBgn0034721,1.586080519,-2.032818762,1,392.555
6038,FBgn0034722,0.119672939,5.619581597,0.187567129,2976.06275
6039,FBgn0034723,-0.169849647,7.823831416,0.011253002,2786.679889
6040,FBgn0034724,0.36360671,3.954648378,0.010906359,953.501009
6041,FBgn0034725,-0.049240362,9.105603539,0.479934743,1318.070127
6042,FBgn0034726,0.773222305,3.736647537,1.02E-07,511.3600499
6043,FBgn0034727,-0.317014087,4.345193189,0.007341265,1255.06275
6044,FBgn0034728,1.015014172,4.877278289,5.08E-21,3883.06275
6045,FBgn0034729,0.423831593,1.915340335,0.110421186,992.2960444
6046,FBgn0034730,1.664439216,-0.728026571,0.019613366,1525.06275
6047,FBgn0034731,-0.056964032,7.914615341,0.399686381,3664.06275
6048,FBgn0034733,-0.831029693,4.254315719,2.12E-14,3810.06275
6049,FBgn0034734,0.076285909,3.7008102,0.565256633,8240.06275
6050,FBgn0034735,0.059936596,4.316090211,0.590712023,1914.06275
6051,FBgn0034736,-0.27990586,1.120507735,0.407003484,1770.06275
6052,FBgn0034737,-0.485395838,-1.727653789,1,579.7328052
6053,FBgn0034739,-0.309134737,-0.693717153,0.768625604,892.6797968
6054,FBgn0034740,-1.57604504,-1.476577667,0.204739351,1455.001004
6055,FBgn0034741,1.659483953,-0.0537893,0.005935191,402.7551642
6056,FBgn0034742,0.155943974,8.232957709,0.064876082,4449.765296
6057,FBgn0034743,0.163570353,8.532306645,0.018919772,388.5429101
6058,FBgn0034744,0.291118411,4.402027133,0.018850378,592.6753642
6059,FBgn0034745,0.216428823,2.142232025,0.297065411,3596.06275
6060,FBgn0034748,-0.016713253,3.478459551,0.934893067,1739.06275
6061,FBgn0034750,-0.183206682,4.993899617,0.059815152,1077.06275
6062,FBgn0034753,-0.285215469,8.332553488,5.35E-05,701.0339628
6063,FBgn0034755,0.186047499,1.070367433,0.68670665,445.43506
6064,FBgn0034756,-0.753742251,0.068938215,0.151317771,1574.06275
6065,FBgn0034758,0.010780814,-1.313150133,1,401.9913202
6066,FBgn0034759,0,-2.120239339,1,311.965375
6067,FBgn0034761,-0.924163433,2.51523618,1.27E-06,431.6946114
6068,FBgn0034763,-0.049336697,5.619846168,0.621471689,1881.72867
6069,FBgn0034766,-1.211067074,-1.798322586,0.645669276,819.5618652
6070,FBgn0034768,-1.589202898,-2.032622329,1,501.027
6071,FBgn0034769,0,-2.120239339,1,506.268625
6072,FBgn0034770,-1.5874336,-2.032658848,1,547.837
6073,FBgn0034774,0,-2.120239339,1,493.281125
6074,FBgn0034776,2.107485277,-1.596511771,0.189672958,830.7829559
6075,FBgn0034782,0,-2.120239339,1,1462.06275
6076,FBgn0034783,0,-2.120239339,1,1358.06275
6077,FBgn0034784,0.648337106,-0.565321553,0.352242291,1817.31275
6078,FBgn0034785,1.590347053,-2.032729956,1,1375.404
6079,FBgn0034786,-0.010875212,4.792207214,0.924507047,5403.314742
6080,FBgn0034788,-0.036608487,5.783109167,0.646105814,1733.06275
6081,FBgn0034789,-0.002042141,8.755678513,0.974900785,3359.586241
6082,FBgn0034791,-0.147513151,5.488974216,0.184372154,703.134375
6083,FBgn0034792,-0.04556559,5.983375745,0.563533114,2372.71898
6084,FBgn0034793,0.220251453,4.906481841,0.045753694,766.8532184
6085,FBgn0034795,-0.001129529,3.862152968,1,4497.06275
6086,FBgn0034796,0.350769424,4.323692003,0.002969715,998.06275
6087,FBgn0034797,-0.489427033,3.05630788,0.009465611,5056.379596
6088,FBgn0034800,-0.844236325,1.194080939,0.033524227,1193.223121
6089,FBgn0034802,-0.059483668,7.768545398,0.376691559,2322.532691
6090,FBgn0034803,-0.325237062,4.461162774,0.003698286,745.0514634
6091,FBgn0034804,-0.671354931,2.471310493,0.000775454,1363.185367
6092,FBgn0034807,2.16156243,-1.596704691,0.22667072,736.0346489
6093,FBgn0034808,-0.021579843,7.646770431,0.752711767,1858.06275
6094,FBgn0034814,-0.037634272,3.198207908,0.805996097,1275.06275
6095,FBgn0034816,1.943899341,-1.120218724,0.070786392,1484.650765
6096,FBgn0034817,0.165855543,3.734054307,0.193668742,2045.06275
6097,FBgn0034819,0,-2.120239339,1,206.75075
6098,FBgn0034820,0.739261022,-1.87216298,1,804.2992282
6099,FBgn0034821,-1.902023875,-1.366129061,0.099841325,1201.469251
6100,FBgn0034822,-1.589202898,-2.032622329,1,236.407
6101,FBgn0034824,1.504462016,-1.313788864,0.341155175,1934.604091
6102,FBgn0034825,-1.570215852,-2.033021593,1,1029.769
6103,FBgn0034826,1.873339535,-1.660927228,0.296538048,1075.986084
6104,FBgn0034827,0.873729847,-1.475999376,0.590966004,2313.076628
6105,FBgn0034828,-0.72849491,-1.872444677,1,324.3051972
6106,FBgn0034829,2.322653222,-1.950371528,0.514364933,2810.033321
6107,FBgn0034833,3.696691725,-1.660922957,0.051069421,698.4331704
6108,FBgn0034834,0,-2.120239339,1,1225.06275
6109,FBgn0034835,2.32141806,-1.950398785,0.514364933,1125.193
6110,FBgn0034837,-0.001532579,-1.798297525,1,1049.515086
6111,FBgn0034838,1.586080519,-2.032818762,1,1042.193
6112,FBgn0034839,0,-2.120239339,1,343.693625
6113,FBgn0034840,2.124232201,0.235676629,0.007372384,995.6564156
6114,FBgn0034841,1.586976596,-1.728021154,0.423853522,961.5322923
6115,FBgn0034842,0.001896842,-1.660760822,1,922.9515137
6116,FBgn0034844,1.836892002,-1.166231244,0.119715693,2663.29421
6117,FBgn0034846,0.741793742,-1.872388214,1,952.2540225
6118,FBgn0034849,-0.096705333,3.663074116,0.533392716,589.6304954
6119,FBgn0034850,1.239815108,-1.798566148,0.645669276,492.0071245
6120,FBgn0034853,-0.070710716,3.522813249,0.626373674,4352.06275
6121,FBgn0034854,-0.018573314,6.755068892,0.794726416,4899.06275
6122,FBgn0034856,0,-2.120239339,1,1156.06275
6123,FBgn0034858,0.08279511,4.845991925,0.417646502,1869.251778
6124,FBgn0034859,0.811548171,5.176467094,5.71E-17,3805.06275
6125,FBgn0034860,-0.732163758,3.414533384,0.000137837,1092.590737
6126,FBgn0034861,-0.730880094,-1.365231084,0.580625342,791.9197433
6127,FBgn0034863,2.32141806,-1.950398785,0.514364933,518.372
6128,FBgn0034865,1.142982416,-1.59651585,0.485268574,1315.299474
6129,FBgn0034866,0.51333161,-1.728508717,1,1220.61168
6130,FBgn0034867,-0.003122379,-1.950202566,1,255.2899582
6131,FBgn0034869,0.746837769,-1.872277817,1,865.2147088
6132,FBgn0034870,-2.93444015,-1.312932246,0.013852285,687.1209729
6133,FBgn0034871,-3.448368786,5.004133448,0.005376588,664.18525
6134,FBgn0034876,0.257955418,5.353738629,0.014912912,1421.346551
6135,FBgn0034877,-0.440763419,7.848234994,3.65E-09,357.1918754
6136,FBgn0034878,-0.00646025,5.319906242,0.94271107,2291.565516
6137,FBgn0034879,0.289669962,2.368697761,0.14132665,901.1017851
6138,FBgn0034880,1.007936473,0.307510262,0.040678215,3022.06275
6139,FBgn0034882,0.00522104,-1.95037582,1,754.957715
6140,FBgn0034883,-1.218717544,-0.475914074,0.046627268,889.7699926
6141,FBgn0034884,-1.570215852,-2.033021593,1,722.829
6142,FBgn0034885,-1.742758183,4.427689494,1.50E-21,876.9769001
6143,FBgn0034887,-0.233435769,1.221519409,0.544474461,1021.06275
6144,FBgn0034893,-0.13901713,4.158715266,0.243986898,598.223875
6145,FBgn0034894,0.234763993,6.61369103,0.001047211,1739.575533
6146,FBgn0034897,0.441560088,6.485321436,8.43E-09,3311.781319
6147,FBgn0034898,1.601759168,-1.728245781,0.423176748,955.7706559
6148,FBgn0034899,1.590347053,-2.032729956,1,465.678
6149,FBgn0034900,0,-2.120239339,1,395.457625
6150,FBgn0034901,0,-2.120239339,1,396.4545
6151,FBgn0034902,-0.18830752,4.77869245,0.161983552,414.745244
6152,FBgn0034903,-1.003307104,2.122759212,4.02E-05,5118.3836
6153,FBgn0034904,1.226221891,-1.798121646,0.645669276,428.3663317
6154,FBgn0034906,0,-2.120239339,1,346.67375
6155,FBgn0034907,1.091434291,-1.419714927,0.462685029,891.0212363
6156,FBgn0034908,0.024464471,3.320712094,0.873821092,1978.06275
6157,FBgn0034909,-1.615777094,6.742117992,3.41E-41,1921.06275
6158,FBgn0034910,0.733450324,-1.872215143,1,853.6158104
6159,FBgn0034911,0.11132907,7.681123729,0.128633315,6176.06275
6160,FBgn0034913,0.224170142,4.456959568,0.039931005,1027.06275
6161,FBgn0034914,-0.022236049,6.359481216,0.787875106,1380.658669
6162,FBgn0034915,0.445089025,4.115365197,5.71E-05,871.06275
6163,FBgn0034918,0.154720583,3.901544304,0.194988112,798.069
6164,FBgn0034919,-0.233700557,4.658141848,0.091073451,589.227
6165,FBgn0034920,-0.542311558,1.566699771,0.03577147,735.099875
6166,FBgn0034921,-0.132142492,4.500720787,0.262811596,1328.06275
6167,FBgn0034923,0.07519195,3.412071526,0.61063023,1486.06275
6168,FBgn0034924,-1.580859479,-2.032795769,1,1685.724
6169,FBgn0034925,-0.103430747,3.784628938,0.506189526,1054.06275
6170,FBgn0034928,0.188307525,0.869543884,0.662926758,1141.595374
6171,FBgn0034931,0.061013146,1.787463161,0.872060979,1140.06275
6172,FBgn0034933,0.006514915,3.227606841,1,2160.043517
6173,FBgn0034935,-0.331277828,7.829146013,6.28E-06,411.2694828
6174,FBgn0034936,0.084319583,5.186256891,0.396894984,1016.324026
6175,FBgn0034937,0.187528282,1.244979979,0.609067614,1265.06275
6176,FBgn0034938,-0.21068379,4.422660781,0.051929642,1155.06275
6177,FBgn0034939,0.111375377,4.180718666,0.33426363,1850.06275
6178,FBgn0034940,-0.372982141,4.084337149,0.001475536,886.06275
6179,FBgn0034942,0.896898727,-1.075565831,0.597901485,728.5932296
6180,FBgn0034943,0.140089851,0.823962061,0.762154676,1269.06275
6181,FBgn0034945,0.317505983,3.753609846,0.018045983,862.0465889
6182,FBgn0034946,0.213370656,5.488772072,0.025636656,1611.115324
6183,FBgn0034948,0.059009737,6.825692865,0.393631018,1412.06275
6184,FBgn0034950,-0.082217738,5.676220819,0.364319045,2999.06275
6185,FBgn0034951,-0.162854491,7.321397725,0.024598245,1922.10105
6186,FBgn0034956,-3.158342524,-1.798528702,0.146840108,1556.07306
6187,FBgn0034957,2.192706182,-1.262090053,0.046748718,2098.832383
6188,FBgn0034958,0.075352715,7.712303985,0.261540502,1516.470417
6189,FBgn0034959,-0.306689219,6.789378415,4.65E-05,1454.06275
6190,FBgn0034961,0.186773269,4.075561407,0.102758756,1054.06275
6191,FBgn0034962,-0.049957698,5.119507101,0.625482803,2042.808336
6192,FBgn0034963,-0.312428056,4.575037093,0.008338641,703.5329302
6193,FBgn0034964,-0.012905548,5.791384496,0.884954728,6216.06275
6194,FBgn0034965,-0.062720869,3.105819853,0.717940527,1512.200496
6195,FBgn0034966,0.323403838,0.219045445,0.576673855,1938.06275
6196,FBgn0034968,0.049132724,9.041538014,0.502687657,495.418844
6197,FBgn0034970,0.146552014,5.722792409,0.090968813,1227.058262
6198,FBgn0034971,0.24587152,6.442768974,0.001325179,1562.499674
6199,FBgn0034972,0.098878864,0.202527655,0.931485935,1778.06275
6200,FBgn0034973,0,-2.120239339,1,315.922625
6201,FBgn0034974,-2.292902614,-1.535864052,0.100313826,2644.823892
6202,FBgn0034975,-0.135686072,6.513978868,0.067444244,6961.643135
6203,FBgn0034976,0.038370139,6.678356966,0.570706256,5930.06275
6204,FBgn0034978,0.268222104,8.816228953,4.24E-06,2726.06275
6205,FBgn0034982,-0.280357681,5.285632166,0.007530105,2353.565602
6206,FBgn0034985,-0.198966295,6.339197832,0.037344038,4643.155262
6207,FBgn0034986,-0.120565512,4.160317116,0.307245663,528.253
6208,FBgn0034988,-0.036198484,4.087917248,0.802376951,1345.06275
6209,FBgn0034989,0.211634808,6.665613729,0.002880974,3771.06275
6210,FBgn0034990,0.011065536,2.655230824,0.969865778,2308.884915
6211,FBgn0034994,0.653901647,-1.534804137,0.751143328,1963.038091
6212,FBgn0034996,0.002723115,-1.312493673,1,1695.900112
6213,FBgn0034997,0.627322467,6.119629046,1.44E-11,3155.904566
6214,FBgn0034998,0.741793742,-1.872388214,1,724.2999911
6215,FBgn0034999,-1.946852819,4.050391773,3.55E-39,2127.421209
6216,FBgn0035000,-1.402855656,0.356969656,0.011807469,670.177625
6217,FBgn0035001,0.063337462,8.247073398,0.396521346,5648.196514
6218,FBgn0035003,3.172623873,-1.798315163,0.146840108,824.3651983
6219,FBgn0035004,0,-2.120239339,1,1205.06275
6220,FBgn0035005,1.181293636,-1.597109376,0.528361067,1156.773794
6221,FBgn0035006,-0.622503852,-1.262370807,0.632741515,1582.947071
6222,FBgn0035007,1.319834957,-1.033067787,0.282768961,1328.827213
6223,FBgn0035008,0.395387898,-0.764437148,0.746490733,720.0099109
6224,FBgn0035009,1.586080519,-2.032818762,1,399.537
6225,FBgn0035010,-0.136470436,6.666914783,0.068697952,3540.06275
6226,FBgn0035011,0,-2.120239339,1,340.716125
6227,FBgn0035012,0,-2.120239339,1,397.45175
6228,FBgn0035014,-0.350658518,-1.596858359,1,653.4077497
6229,FBgn0035016,-0.29406671,8.225595415,4.52E-05,3737.06275
6230,FBgn0035019,0,-2.120239339,1,1534.06275
6231,FBgn0035020,0.043901395,6.666452303,0.61175805,554.9108451
6232,FBgn0035021,0.131377261,4.156469581,0.277926734,1717.562718
6233,FBgn0035022,0.19084175,2.196169671,0.439381632,417.39675
6234,FBgn0035023,-0.256917801,7.450140692,0.032105059,1778.961566
6235,FBgn0035024,0.155048707,5.607814134,0.110486913,2954.06275
6236,FBgn0035025,-0.153717107,3.15886774,0.360883133,2166.06275
6237,FBgn0035026,-0.175545987,6.170606981,0.05081057,3076.263887
6238,FBgn0035027,0.177264341,6.184929269,0.044914189,1864.86244
6239,FBgn0035028,0.04455578,5.538451865,0.70468631,1649.956159
6240,FBgn0035031,0,-2.120239339,1,790.07075
6241,FBgn0035032,-0.41375893,7.869861497,1.14E-05,367.5929868
6242,FBgn0035033,-0.119363885,5.980285235,0.200515072,2033.06275
6243,FBgn0035034,0.902563841,-1.476513759,0.538151834,714.682155
6244,FBgn0035035,0.003686717,3.802651457,1,914.06275
6245,FBgn0035036,0.042795708,4.119364734,0.718010156,2063.06275
6246,FBgn0035039,-0.520045162,2.449777156,0.006282574,1570.644218
6247,FBgn0035040,0.075909169,2.56554165,0.720493969,686.4121557
6248,FBgn0035041,0.115462547,6.800981318,0.113089461,2676.617998
6249,FBgn0035042,0.933908672,-1.165963196,0.352177445,809.066125
6250,FBgn0035043,-0.704695895,-1.119375872,0.592792759,1370.492401
6251,FBgn0035044,-0.190509597,1.450475605,0.481540351,595.225125
6252,FBgn0035046,-0.263336994,6.036984687,0.003733141,494.9110959
6253,FBgn0035047,-0.066332443,4.874710253,0.546055279,1621.613553
6254,FBgn0035049,-0.285279317,4.321008735,0.118230512,3063.736123
6255,FBgn0035050,-0.271949134,6.354449646,0.007001903,1725.037853
6256,FBgn0035056,0.013448572,-1.660881387,1,1461.633227
6257,FBgn0035057,0,-2.120239339,1,1266.06275
6258,FBgn0035059,0.159188944,5.156114882,0.113850199,1357.06275
6259,FBgn0035060,-0.206653229,8.475599874,0.000737086,3693.398664
6260,FBgn0035063,0.024431221,2.264524384,0.964843721,678.169
6261,FBgn0035064,0.1115708,3.75809801,0.389483214,1355.06275
6262,FBgn0035065,0.113234245,4.034012412,0.330188005,1587.06275
6263,FBgn0035068,0,-2.120239339,1,334.75825
6264,FBgn0035069,0,-2.120239339,1,1085.118792
6265,FBgn0035070,-0.463010313,-1.728261171,1,1023.665933
6266,FBgn0035073,-0.368955579,4.585945748,0.00028945,3137.06275
6267,FBgn0035076,-2.27568824,3.6463703,5.67E-27,1931.06275
6268,FBgn0035077,0.004462607,-1.312525975,1,980.06275
6269,FBgn0035078,0.264564093,1.91503927,0.282512071,2584.06275
6270,FBgn0035082,0.124794143,3.801622414,0.397283124,450.7612446
6271,FBgn0035083,0.489665152,6.849705465,4.89E-08,787.5685089
6272,FBgn0035084,-0.326415378,1.761801792,0.204509993,1203.44081
6273,FBgn0035085,1.496131584,0.00928226,0.002338138,1059.566666
6274,FBgn0035086,0.10739893,6.788446451,0.153643104,5398.410427
6275,FBgn0035087,-0.102124137,7.187756359,0.207658576,2116.828051
6276,FBgn0035088,0.131907901,5.127317001,0.216435309,768.6035805
6277,FBgn0035089,-1.636632181,1.212191951,8.89E-07,383.4807886
6278,FBgn0035090,-1.722717932,4.558553059,3.16E-16,1541.06275
6279,FBgn0035091,0.003853038,3.439542672,1,2294.948244
6280,FBgn0035092,-0.128560581,8.751314961,0.044479206,2161.591799
6281,FBgn0035094,0.60898738,1.219739409,0.066802466,2553.085833
6282,FBgn0035097,0.650097641,-1.535038354,0.747742316,769.4710037
6283,FBgn0035099,0.691510461,4.567551105,3.73E-06,2096.07758
6284,FBgn0035101,-0.001026254,7.219258423,0.991512498,2520.509983
6285,FBgn0035102,0.263263148,3.978539057,0.064292354,932.06275
6286,FBgn0035103,0.366815708,2.364674446,0.064520441,1455.186284
6287,FBgn0035104,1.270902012,1.373130647,4.72E-05,1649.446866
6288,FBgn0035106,-0.030524745,7.06265247,0.715061969,11445.79064
6289,FBgn0035107,0.099665828,5.623844444,0.250804858,1506.677549
6290,FBgn0035109,-0.100513723,2.721753414,0.592373954,1152.06275
6291,FBgn0035110,0.153197184,4.47891975,0.174838377,743.939274
6292,FBgn0035111,0.201529534,5.823965279,0.011936452,3393.791013
6293,FBgn0035112,-0.788085301,3.5242466,2.24E-07,299.4862766
6294,FBgn0035113,0.646872668,2.903311045,0.000155979,3384.272953
6295,FBgn0035120,0.511294612,2.736120354,0.018397393,452.5961013
6296,FBgn0035121,-0.215646118,6.299192752,0.001919087,3226.06275
6297,FBgn0035122,-0.314090151,4.671623829,0.002357422,588.637782
6298,FBgn0035124,1.481313797,-1.120504886,0.154134602,1328.525931
6299,FBgn0035131,1.393588032,-1.53485519,0.409365676,1947.578613
6300,FBgn0035132,0.684638635,4.286477347,4.14E-08,2353.819466
6301,FBgn0035134,0.202682288,3.639132848,0.145139109,1058.06275
6302,FBgn0035137,0.15660227,5.298436647,0.12849579,3839.896346
6303,FBgn0035138,-0.710618033,-1.872842908,1,596.146607
6304,FBgn0035139,0.675639365,-1.535678767,0.743770935,576.1640644
6305,FBgn0035140,-0.037912507,3.811508114,0.790504004,912.2837664
6306,FBgn0035141,-0.055543644,2.540780339,0.782940136,533.251
6307,FBgn0035142,0.241422728,9.306063595,0.001078067,11036.89526
6308,FBgn0035143,0.874352294,-0.392242821,0.148264544,1237.06275
6309,FBgn0035144,0.660106208,-0.337855141,0.27628659,2640.06275
6310,FBgn0035145,-0.106919236,5.944423282,0.19613417,5322.167144
6311,FBgn0035146,0.544188995,5.883818157,2.42E-10,2013.06275
6312,FBgn0035147,0.179964106,5.386863697,0.036109651,1464.341429
6313,FBgn0035148,-0.088010485,4.45701487,0.433817839,850.06275
6314,FBgn0035149,-0.043220279,3.372288023,0.835128036,918.06275
6315,FBgn0035150,0.19089574,4.195119383,0.133787338,3059.06275
6316,FBgn0035151,0.051941728,0.219996729,1,2087.81275
6317,FBgn0035152,-0.201273775,3.810636433,0.160423949,1287.480704
6318,FBgn0035153,0.511051275,4.42947661,3.65E-06,2144.06275
6319,FBgn0035154,1.731131867,-1.213712929,0.092128201,1295.183375
6320,FBgn0035155,0.162766385,3.764914919,0.173834907,1101.06275
6321,FBgn0035157,0.217556183,3.842672775,0.087975359,2008.06275
6322,FBgn0035158,0.084598648,4.941911077,0.480813274,1740.458982
6323,FBgn0035159,-0.334884873,2.578238368,0.074466056,798.8572938
6324,FBgn0035160,0.226556413,3.210036241,0.153122551,1196.176786
6325,FBgn0035161,1.078903907,-0.447306556,0.115917918,439.5278973
6326,FBgn0035162,0.035314396,7.244961189,0.671097943,4089.612213
6327,FBgn0035164,0.048219172,2.97910307,0.852871984,726.108375
6328,FBgn0035165,-0.175269256,6.683203649,0.029534035,1040.295073
6329,FBgn0035166,-0.255948374,3.642139242,0.052704002,1143.541682
6330,FBgn0035167,0.279631024,1.06872613,0.386779528,1456.430862
6331,FBgn0035168,0.097203053,1.807934789,0.714546938,6127.81275
6332,FBgn0035169,-0.596521247,3.935626636,8.25E-06,1025.06275
6333,FBgn0035170,0.090516127,7.272039927,0.194498206,2532.06275
6334,FBgn0035171,0.130820523,7.911423655,0.042026132,3288.214916
6335,FBgn0035173,-0.054906559,6.952956176,0.462620033,3921.937191
6336,FBgn0035176,-0.010090712,-1.11997052,1,729.1018817
6337,FBgn0035179,-0.12462804,6.335693056,0.082506177,1271.06275
6338,FBgn0035181,-0.232075394,5.377100012,0.02163467,756.5146598
6339,FBgn0035186,0.559670627,0.221340084,0.424637949,633.2095
6340,FBgn0035187,-0.075658316,5.463820664,0.493848382,1998.06275
6341,FBgn0035189,-0.116104256,3.627528014,0.485860821,1027.06275
6342,FBgn0035192,-0.787068914,-1.213010118,0.466632441,2790.299033
6343,FBgn0035193,-2.820967509,-1.871923196,0.2715474,1002.225117
6344,FBgn0035194,-0.080895989,0.201520792,0.927340149,507.268
6345,FBgn0035196,0.458704197,-0.79854283,0.653469595,898.06275
6346,FBgn0035198,1.880829658,0.303471712,0.013426793,2085.818667
6347,FBgn0035199,-0.058497051,1.801638682,0.865368411,875.8834013
6348,FBgn0035203,-0.280667927,3.93072765,0.022203328,1254.06275
6349,FBgn0035204,-0.591895871,6.300388537,4.94E-14,1758.88539
6350,FBgn0035205,-0.146356418,7.178017769,0.0194854,3517.615083
6351,FBgn0035206,-0.160741534,4.66605728,0.14157817,1243.172835
6352,FBgn0035207,-0.086567208,7.888501166,0.190727047,3602.619984
6353,FBgn0035208,0,-2.120239339,1,736.111875
6354,FBgn0035209,2.811282484,-0.990777059,0.002207351,342.1488798
6355,FBgn0035210,0.668197135,1.833393699,0.026299821,655.1915
6356,FBgn0035211,0.080344998,4.416532909,0.496602411,1064.285167
6357,FBgn0035213,0.148323172,4.009195252,0.197215606,2445.533745
6358,FBgn0035216,2.329504144,-1.950221374,0.514364933,1789.404
6359,FBgn0035217,1.906702513,-1.365266471,0.133893242,1464.273557
6360,FBgn0035218,-0.232967104,-1.165274948,1,2086.141071
6361,FBgn0035227,0.12934058,7.566724961,0.156818966,4646.456156
6362,FBgn0035228,0.029927295,7.644133757,0.680708375,1697.207829
6363,FBgn0035229,0.110315428,7.514907292,0.07206307,5229.790939
6364,FBgn0035231,0.128002424,6.757190044,0.131537232,1512.06275
6365,FBgn0035232,-0.130505245,6.821782671,0.05213869,2749.267049
6366,FBgn0035233,-0.257036095,2.90995781,0.163384855,872.460974
6367,FBgn0035234,-3.168888583,-1.798267352,0.146840108,1621.429432
6368,FBgn0035235,0.225170321,6.032127333,0.002935879,3579.544662
6369,FBgn0035236,0.219834039,7.517758984,0.001540066,2552.908284
6370,FBgn0035237,0.073324993,8.79144473,0.350967766,8152.688799
6371,FBgn0035238,-0.264709987,4.236064648,0.062135317,1197.755925
6372,FBgn0035240,0.210649075,0.403515876,0.751018124,4132.465849
6373,FBgn0035241,-0.532647927,0.202398547,0.291290203,3664.064267
6374,FBgn0035243,-0.176208372,3.117442024,0.371308907,541.246625
6375,FBgn0035244,0.175403435,7.008076155,0.014818866,2344.576423
6376,FBgn0035245,0.032816448,7.040722007,0.670250387,2271.175515
6377,FBgn0035246,0.024308309,9.629563248,0.747949127,2402.06275
6378,FBgn0035247,0.086478284,3.821291277,0.506858801,1007.647755
6379,FBgn0035248,-0.246650771,2.724354918,0.169401731,332.772375
6380,FBgn0035249,0.162851737,3.254212164,0.275108329,1349.06275
6381,FBgn0035251,0.112648754,6.031920319,0.294787461,1072.06275
6382,FBgn0035252,0.255618878,4.317706785,0.07612711,781.104134
6383,FBgn0035253,-0.166884037,10.80813746,0.029555404,3986.712987
6384,FBgn0035254,0.158051039,3.537045931,0.277681627,1115.662769
6385,FBgn0035255,0.254929445,-1.365530838,1,736.2645665
6386,FBgn0035256,1.450589761,-1.312746897,0.199277513,1961.32574
6387,FBgn0035257,-0.112734457,0.253758362,0.930750556,1539.06275
6388,FBgn0035258,0.852775789,-1.660679879,0.705575637,476.6288039
6389,FBgn0035260,-0.221992255,5.115341952,0.018336523,3868.852409
6390,FBgn0035262,-0.046559,2.623480642,0.88877663,2353.06275
6391,FBgn0035263,0.01597897,-1.798631727,1,1076.884606
6392,FBgn0035264,-0.181111959,0.048573835,0.825177061,3756.31275
6393,FBgn0035265,1.590347053,-2.032729956,1,1722.404
6394,FBgn0035266,0.220252307,4.205473144,0.068361621,2136.861747
6395,FBgn0035267,-0.01646832,7.025313375,0.806531935,3258.650786
6396,FBgn0035268,0.138496762,5.525439275,0.145205024,2342.013567
6397,FBgn0035270,0.110237927,6.726713472,0.11896466,2979.996597
6398,FBgn0035271,-0.014535428,3.173336049,0.950591022,220.118
6399,FBgn0035272,-0.492010807,3.698879861,0.000322069,724.1105
6400,FBgn0035273,1.877347453,-1.660578079,0.250000536,1054.360623
6401,FBgn0035279,-1.191102882,-1.798750658,0.645669276,658.3105119
6402,FBgn0035280,-2.539675771,0.788399884,3.50E-07,739.3651681
6403,FBgn0035281,-1.20233311,-1.798724462,0.645669276,837.8700497
6404,FBgn0035282,1.008724542,2.136559336,8.77E-05,1499.160426
6405,FBgn0035283,-0.07540404,6.595275637,0.386598345,1631.52094
6406,FBgn0035285,0.01467802,7.398386669,0.832990498,2654.06275
6407,FBgn0035286,0.130943441,2.385036508,0.556120876,1285.43775
6408,FBgn0035287,-0.296804099,7.452367996,2.92E-05,1421.694187
6409,FBgn0035290,-1.756042097,3.366875288,1.86E-14,2354.639297
6410,FBgn0035293,-1.212668566,6.96191941,2.25E-22,2597.271872
6411,FBgn0035294,-0.075668877,4.466960206,0.489860621,1497.06275
6412,FBgn0035295,-0.076949594,0.404800183,0.928264585,2078.06275
6413,FBgn0035298,0.014614994,4.035198868,0.936917826,1594.197935
6414,FBgn0035299,0,-2.120239339,1,825.06275
6415,FBgn0035300,-0.354767032,-1.596716931,1,1394.766016
6416,FBgn0035308,-2.242384428,-0.990297922,0.011632793,3810.870664
6417,FBgn0035309,-1.898444861,-0.337574992,0.004970243,1202.899631
6418,FBgn0035311,0,-2.120239339,1,836.06275
6419,FBgn0035312,-2.306674252,-1.950578378,0.514364933,998.7370285
6420,FBgn0035313,-2.362076724,-1.212451047,0.092282832,1366.111038
6421,FBgn0035315,-1.20233311,-1.798724462,0.645669276,585.5101783
6422,FBgn0035316,0.326355774,0.449763997,0.539803666,1446.06275
6423,FBgn0035317,0.661082972,1.4474133,0.03502424,5080.06275
6424,FBgn0035318,-0.133399377,5.129773915,0.200912526,1195.541932
6425,FBgn0035321,-0.261795113,8.054560733,0.00028423,1139.082403
6426,FBgn0035323,-0.064155175,2.976576197,0.712826824,451.331375
